A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
110.0,46.0,352.2,1.3e-06,6e-07,1400.0,3.7e-08,1.71e-08,111.0,Pd
110.0,46.0,376.68,9.9e-05,6.04e-06,1400.0,2.82e-06,1.72e-07,111.0,Pd
110.0,46.0,391.2,5.8e-06,1.94e-07,1400.0,1.65e-07,5.52e-09,111.0,Pd
110.0,46.0,404.8,1.87e-05,1.11e-06,1400.0,5.33e-07,3.16e-08,111.0,Pd
110.0,46.0,415.5,1.65e-05,6.11e-07,1400.0,4.7e-07,1.74e-08,111.0,Pd
110.0,46.0,418.0,9e-07,6e-07,1400.0,2.56e-08,1.71e-08,111.0,Pd
110.0,46.0,438.5,1.08e-05,1.1e-06,1400.0,3.08e-07,3.13e-08,111.0,Pd
110.0,46.0,476.7,1.29e-05,1.1e-06,1400.0,3.67e-07,3.13e-08,111.0,Pd
110.0,46.0,478.9,4.3e-06,2.4e-06,1400.0,1.22e-07,6.83e-08,111.0,Pd
110.0,46.0,485.8,5.8e-06,1.1e-06,1400.0,1.65e-07,3.13e-08,111.0,Pd
110.0,46.0,494.1,1.9e-06,9e-07,1400.0,5.41e-08,2.56e-08,111.0,Pd
110.0,46.0,509.1,4.7e-05,6.01e-06,1400.0,1.34e-06,1.71e-07,111.0,Pd
110.0,46.0,509.1,4.7e-05,6.01e-06,1400.0,1.34e-06,1.71e-07,111.0,Pd
110.0,46.0,516.4,5.8e-06,1.3e-06,1400.0,1.65e-07,3.7e-08,111.0,Pd
110.0,46.0,519.3,2.2e-06,1.1e-06,1400.0,6.26e-08,3.13e-08,111.0,Pd
110.0,46.0,540.7,5.8e-06,1.1e-06,1400.0,1.65e-07,3.13e-08,111.0,Pd
110.0,46.0,547.0,8.2e-05,6.03e-06,1400.0,2.34e-06,1.72e-07,111.0,Pd
110.0,46.0,552.6,3.6e-06,6.01e-07,1400.0,1.03e-07,1.71e-08,111.0,Pd
110.0,46.0,580.0,0.00019,1.34e-06,1400.0,5.41e-06,3.82e-08,111.0,Pd
110.0,46.0,603.1,5.1e-06,2.4e-06,1400.0,1.45e-07,6.83e-08,111.0,Pd
110.0,46.0,611.3,3.9e-06,9e-07,1400.0,1.11e-07,2.56e-08,111.0,Pd
110.0,46.0,623.2,6.2e-05,4.02e-06,1400.0,1.77e-06,1.14e-07,111.0,Pd
110.0,46.0,624.0,3.7e-06,9e-07,1400.0,1.05e-07,2.56e-08,111.0,Pd
110.0,46.0,635.0,5e-06,4e-06,1400.0,1.42e-07,1.14e-07,111.0,Pd
110.0,46.0,641.7,3.7e-06,1.7e-06,1400.0,1.05e-07,4.84e-08,111.0,Pd
110.0,46.0,641.7,9.4e-06,1.9e-06,1400.0,2.68e-07,5.41e-08,111.0,Pd
110.0,46.0,650.4,0.000123,6.06e-06,1400.0,3.5e-06,1.73e-07,111.0,Pd
110.0,46.0,657.3,5.2e-06,6.01e-07,1400.0,1.48e-07,1.71e-08,111.0,Pd
110.0,46.0,685.4,1.12e-05,1.3e-06,1400.0,3.19e-07,3.7e-08,111.0,Pd
110.0,46.0,709.8,2.8e-05,3.01e-06,1400.0,7.97e-07,8.57e-08,111.0,Pd
110.0,46.0,742.6,3.7e-06,9e-07,1400.0,1.05e-07,2.56e-08,111.0,Pd
110.0,46.0,745.7,3.2e-06,1.3e-06,1400.0,9.11e-08,3.7e-08,111.0,Pd
110.0,46.0,773.0,9e-07,4e-07,1400.0,2.56e-08,1.14e-08,111.0,Pd
110.0,46.0,775.5,9.4e-06,9.02e-07,1400.0,2.68e-07,2.57e-08,111.0,Pd
110.0,46.0,793.8,3.9e-06,8e-07,1400.0,1.11e-07,2.28e-08,111.0,Pd
110.0,46.0,803.8,7.7e-06,1.3e-06,1400.0,2.19e-07,3.7e-08,111.0,Pd
110.0,46.0,808.5,2.6e-07,1.7e-07,1400.0,7.4e-09,4.84e-09,111.0,Pd
110.0,46.0,808.5,5.8e-06,8.01e-07,1400.0,1.65e-07,2.28e-08,111.0,Pd
110.0,46.0,816.5,1.7e-06,9e-07,1400.0,4.84e-08,2.56e-08,111.0,Pd
110.0,46.0,833.0,1.9e-06,9e-07,1400.0,5.41e-08,2.56e-08,111.0,Pd
110.0,46.0,835.7,6e-05,4.02e-06,1400.0,1.71e-06,1.14e-07,111.0,Pd
110.0,46.0,890.0,9e-07,4e-07,1400.0,2.56e-08,1.14e-08,111.0,Pd
110.0,46.0,921.4,5.4e-06,1.1e-06,1400.0,1.54e-07,3.13e-08,111.0,Pd
110.0,46.0,937.3,1.5e-06,8e-07,1400.0,4.27e-08,2.28e-08,111.0,Pd
110.0,46.0,950.0,1.9e-06,8e-07,1400.0,5.41e-08,2.28e-08,111.0,Pd
110.0,46.0,955.5,8.4e-06,8.02e-07,1400.0,2.39e-07,2.28e-08,111.0,Pd
110.0,46.0,1002.3,1.37e-05,2.4e-06,1400.0,3.9e-07,6.83e-08,111.0,Pd
110.0,46.0,1015.0,1.9e-06,9e-07,1400.0,5.41e-08,2.56e-08,111.0,Pd
110.0,46.0,1022.0,1.5e-06,8e-07,1400.0,4.27e-08,2.28e-08,111.0,Pd
110.0,46.0,1026.6,1.9e-06,9e-07,1400.0,5.41e-08,2.56e-08,111.0,Pd
110.0,46.0,1053.0,9e-07,6e-07,1400.0,2.56e-08,1.71e-08,111.0,Pd
110.0,46.0,1059.8,2.8e-06,9e-07,1400.0,7.97e-08,2.56e-08,111.0,Pd
110.0,46.0,1067.1,2.8e-06,9e-07,1400.0,7.97e-08,2.56e-08,111.0,Pd
110.0,46.0,1098.0,1.5e-06,8e-07,1400.0,4.27e-08,2.28e-08,111.0,Pd
110.0,46.0,1120.4,3e-05,3.01e-06,1400.0,8.54e-07,8.57e-08,111.0,Pd
110.0,46.0,1269.7,1.9e-06,6e-07,1400.0,5.41e-08,1.71e-08,111.0,Pd
110.0,46.0,1311.2,1.7e-06,9e-07,1400.0,4.84e-08,2.56e-08,111.0,Pd
110.0,46.0,1388.5,0.00012,9.04e-06,1400.0,3.42e-06,2.57e-07,111.0,Pd
110.0,46.0,1459.0,0.000125,9.04e-06,1400.0,3.56e-06,2.57e-07,111.0,Pd
110.0,46.0,1506.0,1.9e-07,1.9e-07,1400.0,5.41e-09,5.41e-09,111.0,Pd
110.0,46.0,1542.9,4.9e-06,6.01e-07,1400.0,1.4e-07,1.71e-08,111.0,Pd
110.0,46.0,1574.5,5.8e-06,9.01e-07,1400.0,1.65e-07,2.57e-08,111.0,Pd
110.0,46.0,1644.3,4.3e-06,9.01e-07,1400.0,1.22e-07,2.57e-08,111.0,Pd
107.0,47.0,383.2,0.00018,6e-05,142.0,5.06e-06,1.69e-06,108.0,Ag
107.0,47.0,388.6,0.00037,0.00012,142.0,1.04e-05,3.37e-06,108.0,Ag
107.0,47.0,433.96,0.099,0.002,142.0,0.00278,5.62e-05,108.0,Ag
107.0,47.0,497.1,0.00045,0.00011,142.0,1.26e-05,3.09e-06,108.0,Ag
107.0,47.0,618.86,0.052,0.003,142.0,0.00146,8.43e-05,108.0,Ag
107.0,47.0,632.98,0.369,0.021,142.0,0.0104,0.00059,108.0,Ag
107.0,47.0,880.26,0.00063,5e-05,142.0,1.77e-05,1.4e-06,108.0,Ag
107.0,47.0,931.12,0.000109,1e-05,142.0,3.06e-06,2.81e-07,108.0,Ag
107.0,47.0,1007.22,0.00276,0.00014,142.0,7.75e-05,3.93e-06,108.0,Ag
107.0,47.0,1106.0,0.00033,3e-05,142.0,9.27e-06,8.43e-07,108.0,Ag
107.0,47.0,1441.14,0.0006,4e-05,142.0,1.69e-05,1.12e-06,108.0,Ag
107.0,47.0,1540.0,0.000208,2e-05,142.0,5.84e-06,5.62e-07,108.0,Ag
109.0,47.0,295.3,0.0032,0.0006,24.6,8.99e-05,1.69e-05,110.0,Ag
109.0,47.0,657.5,1.86,0.05,24.6,0.0523,0.0014,110.0,Ag
109.0,47.0,815.5,0.0158,0.0004,24.6,0.000444,1.12e-05,110.0,Ag
109.0,47.0,818.2,0.00372,0.00019,24.6,0.000105,5.34e-06,110.0,Ag
109.0,47.0,1074.0,0.00037,0.00019,24.6,1.04e-05,5.34e-06,110.0,Ag
109.0,47.0,1125.8,0.00632,0.00019,24.6,0.000178,5.34e-06,110.0,Ag
109.0,47.0,1186.3,0.00112,0.00024,24.6,3.15e-05,6.74e-06,110.0,Ag
109.0,47.0,1421.4,0.00093,0.00019,24.6,2.61e-05,5.34e-06,110.0,Ag
109.0,47.0,1475.8,0.00149,0.00019,24.6,4.19e-05,5.34e-06,110.0,Ag
109.0,47.0,1629.9,0.00093,0.00019,24.6,2.61e-05,5.34e-06,110.0,Ag
109.0,47.0,1674.3,0.00298,0.00013,24.6,8.37e-05,3.65e-06,110.0,Ag
109.0,47.0,1783.6,0.0019,0.0003,24.6,5.34e-05,8.43e-06,110.0,Ag
109.0,47.0,2004.4,0.00149,0.00015,24.6,4.19e-05,4.21e-06,110.0,Ag
113.0,49.0,311.646,0.13,0.0306,0.0431,0.00343,0.000808,114.0,In
113.0,49.0,1299.83,0.00024,5.01e-05,71.9,6.33e-06,1.32e-06,114.0,In
115.0,49.0,99.81,0.026,0.01,3260.0,0.000686,0.000264,116.0,In
115.0,49.0,124.75,0.016,0.008,3260.0,0.000422,0.000211,116.0,In
115.0,49.0,138.326,5.11,0.18,3260.0,0.135,0.00475,116.0,In
115.0,49.0,162.393,15.8,0.801,2.18,0.417,0.0211,116.0,In
115.0,49.0,165.5,0.00076,1.6e-06,3260.0,2.01e-05,4.22e-08,116.0,In
115.0,49.0,245.0,0.058,0.012,3260.0,0.00153,0.000317,116.0,In
115.0,49.0,262.95,0.18,0.04,3260.0,0.00475,0.00106,116.0,In
115.0,49.0,278.49,0.22,0.03,3260.0,0.00581,0.000792,116.0,In
115.0,49.0,303.8,0.18,0.03,3260.0,0.00475,0.000792,116.0,In
115.0,49.0,355.36,1.28,0.0701,3260.0,0.0338,0.00185,116.0,In
115.0,49.0,416.86,43.0,1.8,3260.0,1.13,0.0475,116.0,In
115.0,49.0,434.9,0.056,0.022,3260.0,0.00148,0.000581,116.0,In
115.0,49.0,463.14,1.28,0.08,3260.0,0.0338,0.00211,116.0,In
115.0,49.0,463.3,0.093,0.000196,14.1,0.00245,5.17e-06,116.0,In
115.0,49.0,536.0,0.054,0.02,3260.0,0.00143,0.000528,116.0,In
115.0,49.0,567.4,0.064,0.02,3260.0,0.00169,0.000528,116.0,In
115.0,49.0,655.7,0.17,0.07,3260.0,0.00449,0.00185,116.0,In
115.0,49.0,689.0,0.25,0.04,3260.0,0.0066,0.00106,116.0,In
115.0,49.0,705.7,0.26,0.04,3260.0,0.00686,0.00106,116.0,In
115.0,49.0,730.7,0.1,0.04,3260.0,0.00264,0.00106,116.0,In
115.0,49.0,781.1,0.17,0.03,3260.0,0.00449,0.000792,116.0,In
115.0,49.0,818.7,17.8,0.701,3260.0,0.47,0.0185,116.0,In
115.0,49.0,818.7,0.0052,1.09e-05,14.1,0.000137,2.88e-07,116.0,In
115.0,49.0,830.9,0.081,0.016,3260.0,0.00214,0.000422,116.0,In
115.0,49.0,932.1,0.0047,9.9e-06,14.1,0.000124,2.61e-07,116.0,In
115.0,49.0,932.2,0.118,0.025,3260.0,0.00311,0.00066,116.0,In
115.0,49.0,972.4,0.705,0.025,3260.0,0.0186,0.00066,116.0,In
115.0,49.0,1072.3,0.031,0.024,3260.0,0.000818,0.000633,116.0,In
115.0,49.0,1097.3,87.3,1.71,3260.0,2.3,0.0451,116.0,In
115.0,49.0,1252.6,0.011,2.32e-05,14.1,0.00029,6.12e-07,116.0,In
115.0,49.0,1293.4,0.47,0.00099,14.1,0.0124,2.61e-05,116.0,In
115.0,49.0,1293.54,131.0,3.01,3260.0,3.46,0.0794,116.0,In
115.0,49.0,1356.4,0.0038,8e-06,14.1,0.0001,2.11e-07,116.0,In
115.0,49.0,1497.1,0.0057,1.2e-05,14.1,0.00015,3.17e-07,116.0,In
115.0,49.0,1507.4,15.5,0.501,3260.0,0.409,0.0132,116.0,In
115.0,49.0,1753.8,3.82,0.12,3260.0,0.101,0.00317,116.0,In
115.0,49.0,2112.1,24.1,0.702,3260.0,0.636,0.0185,116.0,In
115.0,49.0,2112.3,0.0076,1.6e-05,14.1,0.000201,4.22e-07,116.0,In
115.0,49.0,2225.5,0.08,0.013,3260.0,0.00211,0.000343,116.0,In
115.0,49.0,2225.5,0.002,4.21e-06,14.1,5.28e-05,1.11e-07,116.0,In
115.0,49.0,2649.8,0.00043,9.05e-07,14.1,1.13e-05,2.39e-08,116.0,In
122.0,50.0,160.32,0.0058,3.76e-05,2400.0,0.000148,9.6e-07,123.0,Sn
122.0,50.0,170.9,5e-07,3e-07,2400.0,1.28e-08,7.66e-09,123.0,Sn
122.0,50.0,381.4,2.84e-06,2.31e-07,2400.0,7.25e-08,5.9e-09,123.0,Sn
122.0,50.0,541.8,1.33e-06,2.3e-07,2400.0,3.4e-08,5.87e-09,123.0,Sn
122.0,50.0,552.5,6.9e-07,1.2e-07,2400.0,1.76e-08,3.06e-09,123.0,Sn
124.0,50.0,278.4,5e-06,4e-06,571.0,1.28e-07,1.02e-07,125.0,Sn
124.0,50.0,311.2,5e-06,4e-06,571.0,1.28e-07,1.02e-07,125.0,Sn
124.0,50.0,331.9,0.0083,0.000203,571.0,0.000212,5.18e-06,125.0,Sn
124.0,50.0,386.0,6.6e-06,7.02e-07,571.0,1.68e-07,1.79e-08,125.0,Sn
124.0,50.0,589.6,1.5e-05,3e-06,571.0,3.83e-07,7.66e-08,125.0,Sn
124.0,50.0,643.0,1.2e-05,3e-06,571.0,3.06e-07,7.66e-08,125.0,Sn
124.0,50.0,778.0,0.0,4e-06,571.0,0.0,1.02e-07,125.0,Sn
124.0,50.0,840.9,5.1e-06,1.5e-06,571.0,1.3e-07,3.83e-08,125.0,Sn
124.0,50.0,1017.3,7.3e-06,1.5e-06,571.0,1.86e-07,3.83e-08,125.0,Sn
124.0,50.0,1059.0,1.5e-06,1.5e-06,571.0,3.83e-08,3.83e-08,125.0,Sn
124.0,50.0,1093.0,2.9e-06,1.5e-06,571.0,7.4e-08,3.83e-08,125.0,Sn
124.0,50.0,1151.1,2.2e-06,1.5e-06,571.0,5.62e-08,3.83e-08,125.0,Sn
124.0,50.0,1305.0,7e-07,7e-07,571.0,1.79e-08,1.79e-08,125.0,Sn
124.0,50.0,1349.0,1.5e-06,7e-07,571.0,3.83e-08,1.79e-08,125.0,Sn
124.0,50.0,1368.8,7.3e-06,1.5e-06,571.0,1.86e-07,3.83e-08,125.0,Sn
124.0,50.0,1404.0,5.27e-05,2.25e-06,571.0,1.35e-06,5.74e-08,125.0,Sn
124.0,50.0,1483.9,1.39e-05,2.2e-06,571.0,3.55e-07,5.62e-08,125.0,Sn
124.0,50.0,1582.0,4e-07,4e-07,571.0,1.02e-08,1.02e-08,125.0,Sn
124.0,50.0,1615.3,8.8e-06,1.5e-06,571.0,2.25e-07,3.83e-08,125.0,Sn
124.0,50.0,1735.6,2.2e-06,7e-07,571.0,5.62e-08,1.79e-08,125.0,Sn
124.0,50.0,1913.5,1.5e-06,7e-07,571.0,3.83e-08,1.79e-08,125.0,Sn
124.0,50.0,1947.0,7e-07,4e-07,571.0,1.79e-08,1.02e-08,125.0,Sn
124.0,50.0,2113.0,1.5e-07,1.5e-07,571.0,3.83e-09,3.83e-09,125.0,Sn
121.0,51.0,26.087,1.1e-06,3e-07,251.0,2.74e-08,7.47e-09,122.0,Sb
121.0,51.0,61.413,0.02,0.002,251.0,0.000498,4.98e-05,122.0,Sb
121.0,51.0,76.059,0.0081,0.0008,251.0,0.000202,1.99e-05,122.0,Sb
121.0,51.0,564.24,2.7,0.00374,235000.0,0.0672,9.31e-05,122.0,Sb
121.0,51.0,615.0,0.00043,0.00016,235000.0,1.07e-05,3.98e-06,122.0,Sb
121.0,51.0,692.65,0.146,0.005,235000.0,0.00363,0.000124,122.0,Sb
121.0,51.0,793.3,0.00062,0.00016,235000.0,1.54e-05,3.98e-06,122.0,Sb
121.0,51.0,1188.0,0.00016,3e-05,235000.0,3.98e-06,7.47e-07,122.0,Sb
121.0,51.0,1256.93,0.0309,0.0016,235000.0,0.000769,3.98e-05,122.0,Sb
121.0,51.0,1752.4,0.00035,5e-05,235000.0,8.71e-06,1.24e-06,122.0,Sb
123.0,51.0,10.863,1.4e-05,2e-06,93.0,3.48e-07,4.98e-08,124.0,Sb
123.0,51.0,10.863,6.04e-06,1.8e-07,1210.0,1.5e-07,4.48e-09,124.0,Sb
123.0,51.0,25.982,4.45e-06,1.3e-07,1210.0,1.11e-07,3.24e-09,124.0,Sb
123.0,51.0,498.4,0.068,0.009,93.0,0.00169,0.000224,124.0,Sb
123.0,51.0,602.72,0.068,0.009,93.0,0.00169,0.000224,124.0,Sb
123.0,51.0,645.82,0.068,0.009,93.0,0.00169,0.000224,124.0,Sb
123.0,51.0,1101.0,0.0016,0.0002,93.0,3.98e-05,4.98e-06,124.0,Sb
130.0,52.0,36.83,1.12e-06,1.41e-07,108000.0,2.66e-08,3.35e-09,131.0,Te
130.0,52.0,51.0,5.8e-07,1.4e-07,108000.0,1.38e-08,3.32e-09,131.0,Te
130.0,52.0,54.1,1.1e-07,7e-08,108000.0,2.61e-09,1.66e-09,131.0,Te
130.0,52.0,62.38,3.38e-06,2.27e-07,108000.0,8.03e-08,5.39e-09,131.0,Te
130.0,52.0,65.05,7.6e-07,1.8e-07,108000.0,1.8e-08,4.27e-09,131.0,Te
130.0,52.0,73.32,2.5e-06,3.03e-07,108000.0,5.94e-08,7.2e-09,131.0,Te
130.0,52.0,78.57,1.4e-06,3.01e-07,108000.0,3.32e-08,7.15e-09,131.0,Te
130.0,52.0,79.19,1.19e-05,4.49e-07,108000.0,2.83e-07,1.07e-08,131.0,Te
130.0,52.0,81.14,0.000378,9.52e-06,108000.0,8.98e-06,2.26e-07,131.0,Te
130.0,52.0,86.43,1.37e-05,4.63e-07,108000.0,3.25e-07,1.1e-08,131.0,Te
130.0,52.0,98.3,1.3e-06,3.01e-07,108000.0,3.09e-08,7.15e-09,131.0,Te
130.0,52.0,100.0,6.8e-06,4.16e-07,108000.0,1.61e-07,9.88e-09,131.0,Te
130.0,52.0,101.6,1.58e-05,1.43e-06,108000.0,3.75e-07,3.4e-08,131.0,Te
130.0,52.0,102.06,0.000737,1.88e-05,108000.0,1.75e-05,4.46e-07,131.0,Te
130.0,52.0,103.3,4.3e-06,7.04e-07,108000.0,1.02e-07,1.67e-08,131.0,Te
130.0,52.0,105.0,2.5e-06,4.02e-07,108000.0,5.94e-08,9.55e-09,131.0,Te
130.0,52.0,109.4,5.7e-05,6.08e-06,1500.0,1.35e-06,1.44e-07,131.0,Te
130.0,52.0,109.4,3.2e-06,7.02e-07,108000.0,7.6e-08,1.67e-08,131.0,Te
130.0,52.0,111.9,2.9e-06,7.02e-07,108000.0,6.89e-08,1.67e-08,131.0,Te
130.0,52.0,113.5,1.1e-06,4e-07,108000.0,2.61e-08,9.5e-09,131.0,Te
130.0,52.0,126.1,5e-07,3e-07,108000.0,1.19e-08,7.12e-09,131.0,Te
130.0,52.0,127.4,2.2e-06,7.01e-07,108000.0,5.22e-08,1.66e-08,131.0,Te
130.0,52.0,134.86,6.58e-05,2.47e-06,108000.0,1.56e-06,5.87e-08,131.0,Te
130.0,52.0,137.6,7e-06,4e-06,108000.0,1.66e-07,9.5e-08,131.0,Te
130.0,52.0,141.2,2.6e-05,4.02e-06,1500.0,6.17e-07,9.55e-08,131.0,Te
130.0,52.0,149.3,7.2e-06,1.8e-06,108000.0,1.71e-07,4.27e-08,131.0,Te
130.0,52.0,149.71,0.00047,6.05e-05,108000.0,1.12e-05,1.44e-06,131.0,Te
130.0,52.0,149.716,0.063,0.00108,1500.0,0.0015,2.56e-05,131.0,Te
130.0,52.0,151.1,0.00016,6.01e-05,1500.0,3.8e-06,1.43e-06,131.0,Te
130.0,52.0,151.2,7e-06,3e-06,108000.0,1.66e-07,7.12e-08,131.0,Te
130.0,52.0,155.9,3.6e-06,2.2e-06,108000.0,8.55e-08,5.22e-08,131.0,Te
130.0,52.0,159.66,1.19e-05,1.41e-06,108000.0,2.83e-07,3.35e-08,131.0,Te
130.0,52.0,169.7,2.9e-06,7.02e-07,108000.0,6.89e-08,1.67e-08,131.0,Te
130.0,52.0,177.2,6.1e-06,1.1e-06,108000.0,1.45e-07,2.61e-08,131.0,Te
130.0,52.0,182.25,6.8e-05,1.8e-05,108000.0,1.61e-06,4.27e-07,131.0,Te
130.0,52.0,182.25,0.00026,6.02e-05,108000.0,6.17e-06,1.43e-06,131.0,Te
130.0,52.0,183.11,1.44e-05,1.82e-06,108000.0,3.42e-07,4.32e-08,131.0,Te
130.0,52.0,188.13,1.98e-05,1.15e-06,108000.0,4.7e-07,2.73e-08,131.0,Te
130.0,52.0,189.76,4.7e-05,4.08e-06,108000.0,1.12e-06,9.69e-08,131.0,Te
130.0,52.0,190.52,1.08e-05,1.41e-06,108000.0,2.56e-07,3.35e-08,131.0,Te
130.0,52.0,200.63,0.000701,1.63e-05,108000.0,1.66e-05,3.87e-07,131.0,Te
130.0,52.0,203.4,1.8e-06,7.01e-07,108000.0,4.27e-08,1.66e-08,131.0,Te
130.0,52.0,207.5,3.6e-06,1.1e-06,108000.0,8.55e-08,2.61e-08,131.0,Te
130.0,52.0,211.9,1.1e-06,4e-07,108000.0,2.61e-08,9.5e-09,131.0,Te
130.0,52.0,213.98,3.96e-05,1.92e-06,108000.0,9.4e-07,4.56e-08,131.0,Te
130.0,52.0,221.57,3e-05,4.03e-06,1500.0,7.12e-07,9.57e-08,131.0,Te
130.0,52.0,227.7,1.4e-06,1.1e-06,108000.0,3.32e-08,2.61e-08,131.0,Te
130.0,52.0,230.65,1.8e-05,1.14e-06,108000.0,4.27e-07,2.71e-08,131.0,Te
130.0,52.0,232.3,8.6e-06,1.11e-06,108000.0,2.04e-07,2.64e-08,131.0,Te
130.0,52.0,235.0,1.4e-06,1.1e-06,108000.0,3.32e-08,2.61e-08,131.0,Te
130.0,52.0,240.93,0.000705,1.39e-05,108000.0,1.67e-05,3.3e-07,131.0,Te
130.0,52.0,253.17,6.04e-05,1.51e-06,108000.0,1.43e-06,3.59e-08,131.0,Te
130.0,52.0,255.44,2.88e-05,1.2e-06,108000.0,6.84e-07,2.85e-08,131.0,Te
130.0,52.0,261.4,1.4e-06,4.01e-07,108000.0,3.32e-08,9.52e-09,131.0,Te
130.0,52.0,267.2,1.4e-06,1.1e-06,108000.0,3.32e-08,2.61e-08,131.0,Te
130.0,52.0,269.2,1e-05,1.71e-07,108000.0,2.37e-07,4.06e-09,131.0,Te
130.0,52.0,269.2,1e-05,1.71e-07,108000.0,2.37e-07,4.06e-09,131.0,Te
130.0,52.0,274.68,6.3e-06,1.08e-07,1500.0,1.5e-07,2.56e-09,131.0,Te
130.0,52.0,278.17,9.1e-05,4.29e-06,1500.0,2.16e-06,1.02e-07,131.0,Te
130.0,52.0,278.56,0.000165,4.89e-06,108000.0,3.92e-06,1.16e-07,131.0,Te
130.0,52.0,280.17,1.6e-05,4.01e-06,1500.0,3.8e-07,9.52e-08,131.0,Te
130.0,52.0,281.4,3.2e-06,1.8e-06,108000.0,7.6e-08,4.27e-08,131.0,Te
130.0,52.0,283.2,3.6e-05,4.05e-06,108000.0,8.55e-07,9.62e-08,131.0,Te
130.0,52.0,290.3,7.2e-06,1.11e-06,108000.0,1.71e-07,2.64e-08,131.0,Te
130.0,52.0,294.75,4.4e-06,7.51e-08,1500.0,1.04e-07,1.78e-09,131.0,Te
130.0,52.0,296.8,4.7e-06,7.05e-07,108000.0,1.12e-07,1.67e-08,131.0,Te
130.0,52.0,297.09,6e-06,4e-06,1500.0,1.42e-07,9.5e-08,131.0,Te
130.0,52.0,297.09,3.9e-05,4.05e-06,1500.0,9.26e-07,9.62e-08,131.0,Te
130.0,52.0,299.94,3.6e-05,4.05e-06,1500.0,8.55e-07,9.62e-08,131.0,Te
130.0,52.0,302.7,3.6e-06,1.1e-06,108000.0,8.55e-08,2.61e-08,131.0,Te
130.0,52.0,303.9,3.6e-06,7.03e-07,108000.0,8.55e-08,1.67e-08,131.0,Te
130.0,52.0,309.47,3.5e-05,3.06e-06,108000.0,8.31e-07,7.27e-08,131.0,Te
130.0,52.0,331.2,2.9e-06,1.1e-06,108000.0,6.89e-08,2.61e-08,131.0,Te
130.0,52.0,334.27,0.000888,1.87e-05,108000.0,2.11e-05,4.44e-07,131.0,Te
130.0,52.0,335.44,1.26e-05,2.21e-06,108000.0,2.99e-07,5.25e-08,131.0,Te
130.0,52.0,342.92,3.6e-05,1.1e-05,108000.0,8.55e-07,2.61e-07,131.0,Te
130.0,52.0,342.945,0.000646,1.26e-05,1500.0,1.53e-05,2.99e-07,131.0,Te
130.0,52.0,345.6,1.3e-05,4.01e-06,1500.0,3.09e-07,9.52e-08,131.0,Te
130.0,52.0,345.9,9e-06,3e-06,108000.0,2.14e-07,7.12e-08,131.0,Te
130.0,52.0,351.3,1.94e-05,1.83e-06,108000.0,4.61e-07,4.35e-08,131.0,Te
130.0,52.0,351.48,2.2e-05,4.02e-06,1500.0,5.22e-07,9.55e-08,131.0,Te
130.0,52.0,353.5,7e-06,3e-06,108000.0,1.66e-07,7.12e-08,131.0,Te
130.0,52.0,353.58,1.8e-05,4.01e-06,1500.0,4.27e-07,9.52e-08,131.0,Te
130.0,52.0,354.7,2.12e-05,1.16e-06,108000.0,5.03e-07,2.75e-08,131.0,Te
130.0,52.0,357.4,1.8e-06,7.01e-07,108000.0,4.27e-08,1.66e-08,131.0,Te
130.0,52.0,362.3,7e-06,4e-06,108000.0,1.66e-07,9.5e-08,131.0,Te
130.0,52.0,364.98,0.000112,1.41e-05,108000.0,2.66e-06,3.35e-07,131.0,Te
130.0,52.0,375.8,1.1e-06,4e-07,108000.0,2.61e-08,9.5e-09,131.0,Te
130.0,52.0,377.8,3.6e-06,6.14e-08,108000.0,8.55e-08,1.46e-09,131.0,Te
130.0,52.0,377.8,3.6e-06,6.14e-08,108000.0,8.55e-08,1.46e-09,131.0,Te
130.0,52.0,379.3,1.8e-06,7.01e-07,108000.0,4.27e-08,1.66e-08,131.0,Te
130.0,52.0,383.9,1.9e-05,3.02e-06,108000.0,4.51e-07,7.17e-08,131.0,Te
130.0,52.0,384.059,0.000824,1.53e-05,1500.0,1.96e-05,3.63e-07,131.0,Te
130.0,52.0,402.36,6e-06,3e-06,1500.0,1.42e-07,7.12e-08,131.0,Te
130.0,52.0,403.3,6e-06,3e-06,1500.0,1.42e-07,7.12e-08,131.0,Te
130.0,52.0,403.3,2.9e-06,1.1e-06,108000.0,6.89e-08,2.61e-08,131.0,Te
130.0,52.0,408.2,6e-06,3e-06,108000.0,1.42e-07,7.12e-08,131.0,Te
130.0,52.0,417.4,2.59e-05,1.85e-06,108000.0,6.15e-07,4.39e-08,131.0,Te
130.0,52.0,421.32,3.9e-05,8.03e-06,1500.0,9.26e-07,1.91e-07,131.0,Te
130.0,52.0,432.4,6.15e-05,2.71e-06,108000.0,1.46e-06,6.44e-08,131.0,Te
130.0,52.0,438.3,6e-06,3e-06,1500.0,1.42e-07,7.12e-08,131.0,Te
130.0,52.0,452.3,0.00014,4.01e-05,108000.0,3.32e-06,9.52e-07,131.0,Te
130.0,52.0,452.323,0.0168,0.000289,1500.0,0.000399,6.86e-06,131.0,Te
130.0,52.0,462.92,0.000169,4.93e-06,108000.0,4.01e-06,1.17e-07,131.0,Te
130.0,52.0,468.16,2.9e-05,3.04e-06,108000.0,6.89e-07,7.22e-08,131.0,Te
